Subdomain,URL,Language,Exergy (%),Smoke (%),Clickbait (%),Tech (%),Commercial (%),C5-Real (%),Classification,Posts Scanned
thinkingkat,https://thinkingkat.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
drjohnrutledge,https://drjohnrutledge.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
capitalgains,https://capitalgains.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,1
unstuckentrepreneur,https://unstuckentrepreneur.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
choclatenews,https://choclatenews.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
foundersgtm,https://www.foundersgtm.com,en,100.0,0.0,0.0,80.0,0.0,0.0,Técnico / Práctico,5
marcrandolph,https://marcrandolph.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
theprofile,https://www.readtheprofile.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
garberson,https://www.firsttomarket.co,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
thehumanblueprint1,https://thehumanblueprint1.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,4
liberamentis,https://liberamentis.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
neginbaradari,https://neginbaradari.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
emerginghedge,https://emerginghedge.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
thepatelinvestor,https://thepatelinvestor.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
sysls,https://www.systematiclongshort.com,en,100.0,0.0,0.0,11.1,0.0,0.0,Hype-driven / Divulgativo,5
scalingwithsoul,https://scalingwithsoul.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
yournetworkstartswithyou,https://yournetworkstartswithyou.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
roosterportfoliomasteryclub,https://roosterportfoliomasteryclub.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
temple8capital,https://temple8capital.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
mindsnacksblog123,https://mindsnacksblog123.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
lottofriday40x,https://lottofriday40x.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
tradinginvestingstrategies,https://tradinginvestingstrategies.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
pleromacapital,https://pleromacapital.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
9ventures,https://9ventures.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
readmovetheneedle,https://readmovetheneedle.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
rjccapitalgroup,https://rjccapitalgroup.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
theblacklineops,https://theblacklineops.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
convexta,https://convexta.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
supercyclecapital,https://supercyclecapital.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
legalspecialsituations,https://legalspecialsituations.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
stockmktnews,https://www.thestockmarket.news,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
aquitaineresearch,https://www.aquitaineresearch.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
danielsdeepdive1,https://danielsdeepdive1.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
alexrandallkittredge,https://alexrandallkittredge.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
dealmaker,https://dealmaker.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
thebusinessinquirer,https://thebusinessinquirer.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
jeffross191961,https://jeffross191961.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
moneywithsimon,https://moneywithsimon.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,4
noahpinion,https://www.noahpinion.blog,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
carilu,https://www.carilu.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
marily,https://marily.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
astralcodexten,https://www.astralcodexten.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
cutlefish,https://cutlefish.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
gtmonday,https://gtmonday.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
amandavandyke,https://amandavandyke.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
detrasdelcodigo,https://detrasdelcodigo.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,3
mondayswifeclub,https://mondayswifeclub.substack.com,en,100.0,0.0,0.0,60.0,0.0,20.0,Técnico / Práctico,5
rambull,https://rambull.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
tinctaverba,https://tinctaverba.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
jancoleth,https://jancoleth.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
rizomagerminativo,https://rizomagerminativo.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
adamfishman,https://www.fishmanafnewsletter.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
rebeldiapoetica,https://rebeldiapoetica.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
libreseinfinitas,https://libreseinfinitas.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
claresilvera,https://claresilvera.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,3
panndemonia,https://panndemonia.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
bruja,https://bruja.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
cristinacorreciones,https://cristinacorreciones.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
politicaencorto,https://politicaencorto.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
algunashistorias,https://algunashistorias.substack.com,es,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
maracaballero008,https://maracaballero008.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
cognivivo,https://cognivivo.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
yoyontzin,https://yoyontzin.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
izaskunalbeniz,https://izaskunalbeniz.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
sportflow,https://sportflow.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
caymont,https://caymont.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
forefrontalpha,https://forefrontalpha.substack.com,en,100.0,0.0,0.0,40.0,0.0,0.0,Técnico / Práctico,5
tigercapitalresearch,https://tigercapitalresearch.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,2
macroinsight360,https://macroinsight360.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
startupproject,https://startupproject.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
thetacticaltechletter,https://thetacticaltechletter.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
udaycs,https://udaycs.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
kniyer,https://mathandmarkets.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
leveragedesk,https://leveragedesk.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
papertoprofit,https://papertoprofit.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
cryptounfiltered,https://cryptounfiltered.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
freedomtrades,https://www.ft.wtf,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
ayanomics9t,https://substack.ayanomics9t.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
algotr,https://algotr.substack.com,en,100.0,0.0,0.0,40.0,0.0,0.0,Técnico / Práctico,5
fhvolumetrader,https://fhvolumetrader.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
theswingtrader,https://theswingtrader.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
unrealresearch,https://unrealresearch.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
priceactionplaybook,https://priceactionplaybook.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
qmtrades,https://research.quantmatix.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
thefinanceblueprint,https://thefinanceblueprint.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
victoriousinvesting,https://victoriousinvesting.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
openaccessblogs,https://openaccessblogs.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
michaellorenzos,https://michaellorenzos.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
ufolyon,https://ufolyon.substack.com,es,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
rwanman,https://rwanman.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
vaido,https://vaido.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
curcumacap,https://curcumacap.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
thealphaengineer,https://www.thealphaengineer.com,en,100.0,0.0,0.0,60.0,0.0,0.0,Técnico / Práctico,5
chudson,https://chudson.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
precursorvc,https://precursorvc.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
biografias,https://biografias.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,1
thebreakthroughjournal,https://www.breakthroughjournal.org,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
thefirebreak,https://www.thefirebreak.org,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
sarahtavel,https://www.sarahtavel.com,en,100.0,0.0,0.0,40.0,0.0,0.0,Técnico / Práctico,5
cell,https://www.asimov.press,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
foster,https://www.readfostertalk.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
danielestulin,https://danielestulin.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
deezlinks,https://www.deezlinks.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
darky,https://darky.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
davidcarlin,https://davidcarlin.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
valvanera,https://valvanera.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
content,https://content.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
elmodulor,https://newsletter.elmodulor.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
stevebarton,https://stevebarton.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
milkkarten,https://www.linkinbio.news,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
lasletrasdealba,https://lasletrasdealba.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
openaiforeducation,https://edunewsletter.openai.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
paulomacro,https://paulomacro.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
openaiglobalaffairs,https://openaiglobalaffairs.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
aprendiendoainvertir,https://aprendiendoainvertir.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
econteaching,https://econteaching.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
jprestrepo,https://jprestrepo.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
coffewithluis,https://coffewithluis.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
zumitow,https://zumitow.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
