Subdomain,URL,Language,Exergy (%),Smoke (%),Clickbait (%),Tech (%),Commercial (%),C5-Real (%),Classification,Posts Scanned
expgen,https://www.expgen.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
zariaparvez,https://zariaparvez.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
suepidemiologolocal,https://suepidemiologolocal.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
wellmanproject10,https://wellmanproject10.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
davidgarcamartn,https://davidgarcamartn.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
jananavarro,https://jananavarro.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
cronicasdefauna,https://cronicasdefauna.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
influence1,https://influencemedia.news,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
thepublius,https://thepublius.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
luisfu,https://luisfu.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
leyes,https://leyes.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,2
verdepositivo,https://verdepositivo.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
cuadernodeunintruso,https://cuadernodeunintruso.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
signosvitales,https://signosvitales.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
saludleona,https://saludleona.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
scar794,https://scar794.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
acheituna,https://acheituna.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
sportsbusinesspe,https://sportsbusinesspe.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
plara,https://plara.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
boostupvs,https://boostupvs.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
ernestoekaizer,https://ernestoekaizer.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
lagastroletter,https://lagastroletter.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
cfodiario,https://cfodiario.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
mentalidaddeltraderexitoso,https://mentalidaddeltraderexitoso.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
lfglobalcapital,https://lfglobalcapital.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
malafama1981,https://malafama1981.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
unpropositoparacadapeso,https://unpropositoparacadapeso.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
crvinvestmentsresearchs,https://crvinvestmentsresearchs.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
juanst,https://juanst.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
finanzaspoeticas,https://finanzaspoeticas.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
buscandoalfa,https://buscandoalfa.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
saludfinanciera,https://saludfinanciera.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
vanguardeconomyresearch,https://vanguardeconomyresearch.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
nofinancieros,https://nofinancieros.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
espabilaeinvierte,https://espabilaeinvierte.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
yagogarcia,https://yagogarcia.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
icariacap,https://icariacap.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
lwsoptionslab,https://lwsoptionslab.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
nousresearch,https://nousresearch.substack.com,en,100.0,0.0,0.0,100.0,0.0,0.0,Técnico / Práctico,1
googlegemini,https://googlegemini.substack.com,en,100.0,0.0,0.0,100.0,0.0,0.0,Técnico / Práctico,1
claudedesign,https://claudedesign.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
fondosafondo,https://fondosafondo.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
joshdavis10x,https://joshdavis10x.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,1
obsidianhq,https://obsidianhq.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,1
phenostack,https://phenostack.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,3
claudeopus3,https://claudeopus3.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
openclaw,https://openclawunboxed.com,en,100.0,0.0,0.0,80.0,0.0,0.0,Técnico / Práctico,5
misterpuertas,https://misterpuertas.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
claudefinance,https://claudefinance.substack.com,en,100.0,0.0,0.0,100.0,0.0,0.0,Técnico / Práctico,5
mapasdeincertidumbre,https://mapasdeincertidumbre.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
nextfinancial,https://nextfinancial.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
eladia,https://eladia.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,1
analisisdefuerzas,https://analisisdefuerzas.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
datomatarelato,https://datomatarelato.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
pollitik,https://pollitik.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
edubayon,https://www.infopolitica.es,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
scenarica,https://scenarica.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
nanisimo,https://nanisimo.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
agenticcommercereview,https://agenticcommercereview.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
elpatiopoltico,https://elpatiopoltico.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
freedomgrid,https://freedomgrid.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
hohoda,https://hohoda.substack.com,en,100.0,0.0,0.0,80.0,0.0,0.0,Técnico / Práctico,5
breiquin,https://breiquin.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
princetonainewsletter,https://princetonainewsletter.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
nehakabra1,https://nehakabra1.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
beyondladder,https://beyondladder.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
teodoracoach,https://teodoracoach.substack.com,en,100.0,0.0,0.0,40.0,0.0,0.0,Técnico / Práctico,5
amazingwork,https://amazingwork.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
techwingman,https://techwingman.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
juliadiez,https://juliadiez.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
daveshap,https://daveshap.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
natesnewsletter,https://natesnewsletter.substack.com,en,100.0,0.0,0.0,60.0,0.0,0.0,Técnico / Práctico,5
corycachola,https://corycachola.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
60wordsofai,https://60wordsofai.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
techtensions,https://techtensions.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
indiaaix,https://indiaaix.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
savvysloth,https://savvysloth.substack.com,en,100.0,0.0,0.0,60.0,0.0,0.0,Técnico / Práctico,5
carlaeng,https://carlaeng.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
khaledea,https://khaledea.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
toxsec,https://www.toxsec.com,en,100.0,0.0,0.0,60.0,0.0,20.0,Técnico / Práctico,5
hongjennifer,https://hongjennifer.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
stephendcarver,https://stephendcarver.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
robotsatemyhomework,https://robotsatemyhomework.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
thenaturallearningpath,https://www.gemcowley.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
shewritesai,https://shewritesai.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
riseandoptimize,https://riseandoptimize.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
aipto,https://www.aiparenttech.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
thestrategiclinguist,https://thestrategiclinguist.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
randyblazak215611,https://randyblazak215611.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
moritzfritzen,https://moritzfritzen.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
twspace,https://twspace.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
hilaryan,https://hilaryan.substack.com,en,100.0,0.0,0.0,38.2,0.0,0.0,Técnico / Práctico,5
jessicatalisman,https://jessicatalisman.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
thesobercreative,https://newsletter.thesobercreative.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
learngrowmonetize,https://learngrowmonetize.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
aiagentssimplified,https://aiagentssimplified.substack.com,en,100.0,0.0,0.0,40.0,0.0,0.0,Técnico / Práctico,5
growthwaveshq,https://www.growthwaves.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
aimaker,https://aimaker.substack.com,en,100.0,0.0,0.0,40.0,0.0,0.0,Técnico / Práctico,5
thestillwandering,https://thestillwandering.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
inferencebysequoia,https://inferencebysequoia.substack.com,en,100.0,0.0,0.0,40.0,0.0,0.0,Técnico / Práctico,5
irrationalgrowthsecrets,https://irrationalgrowthsecrets.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
andrewomalley,https://andrewomalley.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
sacredbusinessflow,https://love.sacredbusinessflow.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
excellentprompts,https://excellentprompts.substack.com,en,100.0,0.0,0.0,80.0,0.0,0.0,Técnico / Práctico,5
fullfunnel,https://fullfunnel.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
designwithai,https://designwithai.substack.com,en,100.0,0.0,0.0,40.0,0.0,0.0,Técnico / Práctico,5
techtiff,https://techtiff.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
kieranflanagan,https://www.kieranflanagan.io,en,100.0,0.0,0.0,40.0,0.0,0.0,Técnico / Práctico,5
thisisuncharted,https://www.thisisuncharted.co,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
yuezhao,https://news.theuncommonexecutive.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
mediacopilot,https://mediacopilot.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
katesyuma,https://www.growthmates.news,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
gauravvohra,https://substack.gauravvohra.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
gtmvault,https://www.gtmvault.co,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
aiworldtoday,https://www.aiworldtoday.net,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
parsers,https://parsers.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
reidtandy,https://www.reidtandy.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
darrellalfonso,https://darrellalfonso.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
mdalmijn,https://mdalmijn.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
artofsaience,https://newsletter.artofsaience.com,en,100.0,0.0,0.0,40.0,0.0,20.0,Técnico / Práctico,5
whytryai,https://www.whytryai.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
pathtostaff,https://www.pathtostaff.com,en,100.0,0.0,0.0,40.0,0.0,0.0,Técnico / Práctico,5
creatorsai,https://thecreatorsai.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
aiinfinance,https://aiinfinance.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
claravalls,https://claravalls.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
niunpelodeproducto,https://niunpelodeproducto.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
desdelaentropia,https://desdelaentropia.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
aakashgupta,https://www.news.aakashg.com,en,100.0,0.0,0.0,60.0,0.0,0.0,Técnico / Práctico,5
solounexperimento,https://solounexperimento.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,3
desdecero,https://desdecero.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
pulsars,https://pulsars.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,3
puntodeinflexion,https://puntodeinflexion.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
leticiasala,https://leticiasala.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
todoporhacer,https://todoporhacer.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
kaitchup,https://kaitchup.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
neweconomies,https://www.neweconomies.co,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
rodobo,https://www.rodobo.es,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
pulsosilencioso,https://pulsosilencioso.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
violetachacn,https://violetachacn.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
telodiceunacientfica,https://www.telodiceunacientifica.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
mejoraturunning,https://mejoraturunning.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
kiosk,https://kiosk.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
lanewsletterdeblanburi,https://lanewsletterdeblanburi.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
quedateenlagloria,https://quedateenlagloria.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
lasclavesdesol,https://lasclavesdesol.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
dereflexionesyacciones,https://dereflexionesyacciones.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
tramadigital,https://tramadigital.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
cositadeldia,https://cositadeldia.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
liderazgoesferico,https://liderazgoesferico.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
jahsware,https://jahsware.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
mariagonzalezgomezto,https://mariagonzalezgomezto.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
falloderaccord,https://falloderaccord.substack.com,es,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
nosolopostits,https://nosolopostits.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
geeknifer,https://geeknifer.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
pablocfonomic,https://pablocfonomic.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
arquitectoenuganda,https://arquitectoenuganda.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
traficoavanzado,https://traficoavanzado.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
bisiesto,https://bisiesto.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
managerpro,https://newsletter.managerpro.team,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
aprendizdeseo,https://aprendizdeseo.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
davidgarciacampos,https://davidgarciacampos.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
antoniogilsofyra,https://antoniogilsofyra.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,2
danielromeroh2idi,https://danielromeroh2idi.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
martinbeitias,https://martinbeitias.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
hablar,https://hablar.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
guillermosanchezjurado,https://guillermosanchezjurado.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,2
alvarolopezcotelo,https://alvarolopezcotelo.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
yovannablancoreinosa,https://yovannablancoreinosa.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
disparatudinero,https://disparatudinero.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
emirodgar,https://newsletter.chuletaseo.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
pressgazette,https://pressgazette.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
estebanconcia,https://estebanconcia.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
dealflowes,https://newsletter.dealflow.es,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
elenaverna,https://www.elenaverna.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
brasis,https://brasis.ajor.org.br,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
pubstacksuccess,https://pubstacksuccess.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
bayernamedida,https://bayernamedida.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
audiogen,https://audiogen.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
nexoeuropa,https://nexoeuropa.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
margaretsullivan,https://margaretsullivan.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
onthespot,https://onthespot.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
nicolaspiccoli,https://nicolaspiccoli.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
steady,https://steady.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
therebooting,https://therebooting.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
lunes,https://lunes.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
paulkrugman,https://paulkrugman.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
sreenet,https://sreenet.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
simonowens,https://simonowens.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
periodismo,https://periodismo.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
ladobnews,https://www.ladobnews.com.ar,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
oramos,https://oramos.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
faroljornalismo,https://faroljornalismo.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
hamish,https://hamish.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
invertiresdevalientes,https://invertiresdevalientes.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
lafiebredelladrillo,https://lafiebredelladrillo.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
criptoath,https://criptoath.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
kilianjornet,https://kilianjornet.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,2
heathercoxrichardson,https://heathercoxrichardson.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
eloyoviedo,https://eloyoviedo.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
gtmroom,https://gtmroom.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,2
solananovillo,https://solananovillo.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,3
navarrotraining,https://navarrotraining.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
elantirunner,https://elantirunner.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
emilyannhill,https://www.extracurricularpursuits.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
culturist,https://www.theculturist.io,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
doblepiso,https://doblepiso.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
luliborroni,https://luliborroni.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
alvaroruizesteban,https://alvaroruizesteban.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
hrv4training,https://hrv4training.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
aniko,https://aniko.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
laurameseguer,https://laurameseguer.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
elfarodelgriego,https://www.elfarodelgriego.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
solaarjona,https://solaarjona.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
valentinok,https://valentinok.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
terapiadeproducto,https://terapiadeproducto.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
steveblank,https://steveblank.substack.com,en,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
elviajeempiezaaqui,https://elviajeempiezaaqui.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
nadaimporta,https://www.nadaimporta.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
notasdenaturaleza,https://notasdenaturaleza.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
promptledproduct,https://promptledproduct.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
productdirection,https://productdirection.substack.com,en,100.0,0.0,0.0,20.0,0.0,0.0,Hype-driven / Divulgativo,5
dariosantana,https://dariosantana.substack.com,es,100.0,0.0,0.0,0.0,0.0,0.0,Hype-driven / Divulgativo,5
